"Time","Total","Peers","Orderers"
2024-04-19 19:00:15,0.0738,0.0689,0.00490
2024-04-19 19:00:30,0.0738,0.0689,0.00490
2024-04-19 19:00:45,0.0901,0.0850,0.00513
2024-04-19 19:01:00,0.0901,0.0850,0.00513
2024-04-19 19:01:15,0.147,0.138,0.00878
2024-04-19 19:01:30,0.147,0.138,0.00878
2024-04-19 19:01:45,0.164,0.155,0.00900
2024-04-19 19:02:00,0.164,0.155,0.00900
2024-04-19 19:02:15,0.219,0.207,0.0126
2024-04-19 19:02:30,0.219,0.207,0.0126
2024-04-19 19:02:45,0.236,0.223,0.0129
2024-04-19 19:03:00,0.236,0.223,0.0129
