"Time","Total","Peers","Orderers","Couchsdb"
2024-04-19 11:43:15,0,0,0,0
2024-04-19 11:43:30,0,0,0,0
2024-04-19 11:43:45,0,0,0,0
2024-04-19 11:44:00,27.3,15.3,6.48,5.50
2024-04-19 11:44:15,32.6,18.3,7.62,6.63
2024-04-19 11:44:30,48.7,24.7,10.9,13.1
2024-04-19 11:44:45,43.6,21.6,9.90,12.0
2024-04-19 11:45:00,22.1,10.0,4.40,7.72
2024-04-19 11:45:15,65.3,33.8,14.3,17.3
2024-04-19 11:45:30,228,113,49.7,64.8
2024-04-19 11:45:45,279,136,63.5,78.9
2024-04-19 11:46:00,421,205,93.9,122
2024-04-19 11:46:15,305,139,67.3,98.7
2024-04-19 11:46:30,396,205,85.7,105
2024-04-19 11:46:45,487,238,103,146
2024-04-19 11:47:00,674,329,141,204
2024-04-19 11:47:15,618,292,138,188
