"Time","Total","Peers","Orderers","Couchsdb"
2024-06-23 22:58:15,202614,3022,3357,272
2024-06-23 22:58:30,205047,3181,3384,279
2024-06-23 22:58:45,209722,3182,3371,249
2024-06-23 22:59:00,719144,23708,14564,2975
2024-06-23 22:59:15,2230000,70004,38501,8095
2024-06-23 22:59:30,3076579,95638,55632,11877
2024-06-23 22:59:45,4183854,132794,70274,16334
2024-06-23 23:00:00,4178490,132579,69849,16363
2024-06-23 23:00:15,4130435,130927,68880,16771
2024-06-23 23:00:30,4128870,131121,68713,16659
2024-06-23 23:00:45,4059435,128769,67509,17434
2024-06-23 23:01:00,4045103,128853,67105,17761
2024-06-23 23:01:15,3998464,127638,66135,18104
2024-06-23 23:01:30,3983776,127928,63147,18267
2024-06-23 23:01:45,3978964,128315,65242,17847
2024-06-23 23:02:00,3959840,128049,65466,17898
2024-06-23 23:02:15,3959547,128253,65347,18039
2024-06-23 23:02:30,3953057,128732,65837,17955
2024-06-23 23:02:45,3950025,128458,65138,18103
2024-06-23 23:03:00,3512193,111536,59982,14427
2024-06-23 23:03:15,2123441,68740,35082,9510
2024-06-23 23:03:30,1205257,40975,22667,4871
2024-06-23 23:03:45,201881,2549,3210,84.5
2024-06-23 23:04:00,202538,2590,3085,119
2024-06-23 23:04:15,199275,2514,3196,77.9
