"Time","Total","Peers","Orderers","Couchsdb"
2024-06-23 22:58:15,88.8,0,0,0
2024-06-23 22:58:30,198,0,0,0
2024-06-23 22:58:45,201,0,0,0
2024-06-23 22:59:00,218,0,0,0
2024-06-23 22:59:15,31.9,0,0,0
2024-06-23 22:59:30,35.7,0,0,0
2024-06-23 22:59:45,21.3,0,0,1.05
2024-06-23 23:00:00,15.9,0,0,1.13
2024-06-23 23:00:15,18.6,0,1.05,1.04
2024-06-23 23:00:30,13.0,0,1.15,0
2024-06-23 23:00:45,16.6,0,1.03,0
2024-06-23 23:01:00,16.5,0,0,0
2024-06-23 23:01:15,13.2,0,0,1.05
2024-06-23 23:01:30,10.2,0,0,1.13
2024-06-23 23:01:45,4.43,0,0,1.03
2024-06-23 23:02:00,28.8,0,1.14,0
2024-06-23 23:02:15,48.1,0,4.15,0
2024-06-23 23:02:30,60.0,0,4.54,0
2024-06-23 23:02:45,37.6,0,3.08,0
2024-06-23 23:03:00,30.6,0,3.44,0
2024-06-23 23:03:15,16.1,0,9.75,0
2024-06-23 23:03:30,11.2,0,9.15,0
2024-06-23 23:03:45,87.3,0,10.7,74.4
2024-06-23 23:04:00,96.2,0,10.7,83.1
2024-06-23 23:04:15,77.0,0,0,74.8
