"Time","All machines","machine69","machine70","machine77"
2024-06-23 22:58:15,81,226,0,0
2024-06-23 22:58:30,84,0,0,0
2024-06-23 22:58:45,23,0,0,0
2024-06-23 22:59:00,0,0,0,0
2024-06-23 22:59:15,0,0,0,0
2024-06-23 22:59:30,0,0,0,61
2024-06-23 22:59:45,3,0,0,0
2024-06-23 23:00:00,0,0,0,0
2024-06-23 23:00:15,0,0,0,1
2024-06-23 23:00:30,5,3,0,1
2024-06-23 23:00:45,5,12,2,0
2024-06-23 23:01:00,1,239,4,0
2024-06-23 23:01:15,0,2,0,0
2024-06-23 23:01:30,2,0,0,0
2024-06-23 23:01:45,0,0,0,0
2024-06-23 23:02:00,23,1,0,0
2024-06-23 23:02:15,12,8,0,0
2024-06-23 23:02:30,4,12,0,0
2024-06-23 23:02:45,0,68,0,2
2024-06-23 23:03:00,0,0,0,0
2024-06-23 23:03:15,10,72,0,0
2024-06-23 23:03:30,1,2,89,0
2024-06-23 23:03:45,0,0,0,0
2024-06-23 23:04:00,1,1,0,0
2024-06-23 23:04:15,0,0,0,0
