"Time","machine69","machine70","All Machines","machine77"
2024-06-23 22:58:15,247,263,772,263
2024-06-23 22:58:30,247,263,772,263
2024-06-23 22:58:45,247,263,772,263
2024-06-23 22:59:00,247,263,772,263
2024-06-23 22:59:15,247,263,773,263
2024-06-23 22:59:30,247,263,773,263
2024-06-23 22:59:45,247,263,773,263
2024-06-23 23:00:00,247,263,773,263
2024-06-23 23:00:15,247,263,773,263
2024-06-23 23:00:30,247,263,773,263
2024-06-23 23:00:45,247,263,773,263
2024-06-23 23:01:00,247,263,773,263
2024-06-23 23:01:15,247,263,773,263
2024-06-23 23:01:30,247,263,773,263
2024-06-23 23:01:45,247,263,774,263
2024-06-23 23:02:00,247,263,774,263
2024-06-23 23:02:15,247,263,774,263
2024-06-23 23:02:30,247,263,774,263
2024-06-23 23:02:45,248,263,774,263
2024-06-23 23:03:00,248,263,774,263
2024-06-23 23:03:15,248,263,774,263
2024-06-23 23:03:30,248,263,774,263
2024-06-23 23:03:45,248,263,774,263
2024-06-23 23:04:00,248,263,774,263
2024-06-23 23:04:15,248,263,774,263
