"Time","Total","Peers","Orderers"
2024-06-23 22:58:15,3.60,2.86,0.740
2024-06-23 22:58:30,3.84,3.14,0.700
2024-06-23 22:58:45,4.16,3.44,0.720
2024-06-23 22:59:00,18.7,15.7,3.04
2024-06-23 22:59:15,34.7,27.4,7.38
2024-06-23 22:59:30,59.4,49.5,9.93
2024-06-23 22:59:45,72.3,59.5,12.9
2024-06-23 23:00:00,72.4,59.6,12.8
2024-06-23 23:00:15,72.8,60.1,12.7
2024-06-23 23:00:30,72.0,59.5,12.5
2024-06-23 23:00:45,72.1,59.5,12.5
2024-06-23 23:01:00,74.1,61.1,13.0
2024-06-23 23:01:15,76.8,63.2,13.6
2024-06-23 23:01:30,81.4,67.3,14.1
2024-06-23 23:01:45,82.5,68.5,14.1
2024-06-23 23:02:00,81.6,67.5,14.1
2024-06-23 23:02:15,80.7,66.9,13.9
2024-06-23 23:02:30,79.8,66.1,13.7
2024-06-23 23:02:45,79.2,65.8,13.4
2024-06-23 23:03:00,65.1,53.5,11.5
2024-06-23 23:03:15,48.2,41.0,7.16
2024-06-23 23:03:30,20.6,16.6,4.04
2024-06-23 23:03:45,5.22,4.52,0.700
2024-06-23 23:04:00,3.90,3.24,0.660
2024-06-23 23:04:15,3.78,3.12,0.660
