"Time","Total","Peers","Orderers","Couchsdb"
2024-06-23 22:58:15,1129,58.5,57.4,38.3
2024-06-23 22:58:30,1521,62.0,63.7,43.4
2024-06-23 22:58:45,1507,50.6,50.3,33.9
2024-06-23 22:59:00,1089,6.75,7.23,5.23
2024-06-23 22:59:15,1133,0,0,62.3
2024-06-23 22:59:30,923,0,0,74.5
2024-06-23 22:59:45,3996,180,185,189
2024-06-23 23:00:00,4765,188,202,194
2024-06-23 23:00:15,4646,206,215,142
2024-06-23 23:00:30,3582,189,175,129
2024-06-23 23:00:45,1260,18.3,25.1,12.0
2024-06-23 23:01:00,1653,35.6,21.0,17.4
2024-06-23 23:01:15,3067,57.9,58.3,38.5
2024-06-23 23:01:30,2496,60.7,64.0,43.1
2024-06-23 23:01:45,1105,57.3,66.5,37.9
2024-06-23 23:02:00,315,14.9,25.8,8.93
2024-06-23 23:02:15,743,14.1,28.7,9.64
2024-06-23 23:02:30,1235,13.4,20.3,9.35
2024-06-23 23:02:45,1805,28.9,35.7,19.1
2024-06-23 23:03:00,1460,29.1,37.4,19.2
2024-06-23 23:03:15,1273,14.5,21.5,9.82
2024-06-23 23:03:30,1055,10.7,13.1,7.25
2024-06-23 23:03:45,2374,64.9,66.2,43.8
2024-06-23 23:04:00,1918,73.6,67.2,44.1
2024-06-23 23:04:15,1975,63.7,64.5,43.2
