"Time","Total","Peers","Orderers","Couchsdb"
2024-06-23 22:58:15,253072,2810,3272,400
2024-06-23 22:58:30,256490,2964,3304,403
2024-06-23 22:58:45,258557,2905,3293,361
2024-06-23 22:59:00,774629,22735,13761,3129
2024-06-23 22:59:15,2305980,67931,34898,7964
2024-06-23 22:59:30,3173641,92999,49785,11467
2024-06-23 22:59:45,4314410,129617,62302,15284
2024-06-23 23:00:00,4306916,129650,61696,15300
2024-06-23 23:00:15,4266911,128739,60692,15515
2024-06-23 23:00:30,4267671,128930,61103,15466
2024-06-23 23:00:45,4201691,128024,60546,15650
2024-06-23 23:01:00,4185875,128311,60158,15785
2024-06-23 23:01:15,4142313,127846,59079,15889
2024-06-23 23:01:30,4126656,127893,55492,15987
2024-06-23 23:01:45,4129562,127552,57422,15912
2024-06-23 23:02:00,4108846,127074,57180,15910
2024-06-23 23:02:15,4113384,126982,56628,15853
2024-06-23 23:02:30,4100532,127273,57323,15760
2024-06-23 23:02:45,4102044,127572,56516,15604
2024-06-23 23:03:00,3654825,111068,52259,12338
2024-06-23 23:03:15,2229903,68543,30761,8087
2024-06-23 23:03:30,1283373,40849,20129,4052
2024-06-23 23:03:45,247234,2382,3138,74.8
2024-06-23 23:04:00,253321,2433,3015,108
2024-06-23 23:04:15,245521,2374,3127,63.4
