"Time","Total","Peers","Orderers","Couchsdb"
2024-04-18 10:08:00,5421,4164,1231,25.9
2024-04-18 10:08:15,8110,6318,1756,36.4
2024-04-18 10:08:30,10373,8241,2072,60.7
2024-04-18 10:08:45,13480,10966,2472,41.7
2024-04-18 10:09:00,14642,12004,2597,41.2
2024-04-18 10:09:15,74308,61907,10163,2238
2024-04-18 10:09:30,168968,138019,23088,7861
2024-04-18 10:09:45,281225,231390,36365,13471
2024-04-18 10:10:00,380831,312449,49554,18828
2024-04-18 10:10:15,400197,329888,50310,19999
2024-04-18 10:10:30,394484,325115,49339,20030
2024-04-18 10:10:45,390760,321226,49644,19889
2024-04-18 10:11:00,399353,328780,49874,20699
2024-04-18 10:11:15,399308,329519,49922,19868
2024-04-18 10:11:30,403973,332465,51209,20299
2024-04-18 10:11:45,408402,335491,52665,20246
2024-04-18 10:12:00,403642,331889,51867,19886
2024-04-18 10:12:15,399279,327748,51410,20122
2024-04-18 10:12:30,396996,325732,51143,20122
2024-04-18 10:12:45,399832,328948,50255,20628
2024-04-18 10:13:00,358233,294165,45385,18683
2024-04-18 10:13:15,358623,293534,45033,20056
