"Time","All machines","machine69","machine70"
2024-04-18 10:05:30,310539667,4700,300540662
2024-04-18 10:05:45,310539667,4700,300540662
2024-04-18 10:06:00,310539667,4700,300540662
2024-04-18 10:06:15,310539667,4700,300540662
2024-04-18 10:06:30,310539667,4700,300540662
2024-04-18 10:06:45,310539667,4700,300540662
2024-04-18 10:07:00,310539667,4700,300540662
2024-04-18 10:07:15,310539667,4700,300540662
2024-04-18 10:07:30,820083680,509548713,300540662
2024-04-18 10:07:45,820085078,509550111,300540662
2024-04-18 10:08:00,1120622382,509551405,601076788
2024-04-18 10:08:15,1120625297,509552966,601077972
2024-04-18 10:08:30,1130624975,509554579,601079104
2024-04-18 10:08:45,1130629480,509556085,601080322
2024-04-18 10:09:00,1130633277,509557598,601081323
2024-04-18 10:09:15,1130676916,509577479,601094449
2024-04-18 10:09:30,1130743747,509614772,601109140
2024-04-18 10:09:45,1130818603,509655347,601131859
2024-04-18 10:10:00,1130890287,509690218,601146568
2024-04-18 10:10:15,1130954662,509721348,601169363
2024-04-18 10:10:30,820490256,509754790,300644464
2024-04-18 10:10:45,820556260,509794581,300665194
2024-04-18 10:11:00,820634506,509833500,300683998
2024-04-18 10:11:15,820705382,509869738,300699282
2024-04-18 10:11:30,820778951,509907776,300720478
2024-04-18 10:11:45,820850572,509944131,300736052
2024-04-18 10:12:00,820918481,509982119,300754146
2024-04-18 10:12:15,820988570,510018606,300777000
2024-04-18 10:12:30,821060731,510053420,300795213
2024-04-18 10:12:45,821135694,510090971,300811784
2024-04-18 10:13:00,821177399,510115968,300827285
2024-04-18 10:13:15,821245093,510151491,300840882
2024-04-18 10:13:30,821250673,510153793,300842048
2024-04-18 10:13:45,821255013,510155700,300843297
2024-04-18 10:14:00,821259436,510157488,300844463
2024-04-18 10:14:15,821263823,510159326,300845657
2024-04-18 10:14:30,821268388,510161050,300846868
2024-04-18 10:14:45,821274087,510163234,300848565
2024-04-18 10:15:00,821277944,510164764,300849728
2024-04-18 10:15:15,821281778,510166073,300850832
2024-04-18 10:15:30,821285928,510167520,300852033
2024-04-18 10:15:45,821289951,510168935,300853159
2024-04-18 10:16:00,821293669,510170318,300854278
