"Time","Total","Peers","Orderers","Couchsdb"
2024-04-17 22:21:00,0,0,0,0
2024-04-17 22:21:15,0,0,0,0
2024-04-17 22:21:30,0,0,0,0
2024-04-17 22:21:45,0,0,0,0
2024-04-17 22:22:00,0,0,0,0
2024-04-17 22:22:15,0,0,0,0
2024-04-17 22:22:30,0,0,0,0
2024-04-17 22:22:45,0,0,0,0
2024-04-17 22:23:00,0,0,0,0
2024-04-17 22:23:15,3.19,3.19,0,0
2024-04-17 22:23:30,4.22,4.22,0,0
2024-04-17 22:23:45,9.44,5.27,0,4.17
2024-04-17 22:24:00,12.6,4.27,2.07,6.29
2024-04-17 22:24:15,11.4,3.07,2.06,6.23
2024-04-17 22:24:30,11.6,3.16,2.06,6.38
2024-04-17 22:24:45,6.30,2.08,3.14,1.08
2024-04-17 22:25:00,4.25,0,1.04,3.21
2024-04-17 22:25:15,6.30,0,1.03,5.27
2024-04-17 22:25:30,7.39,0,2.10,5.29
2024-04-17 22:25:45,5.33,0,2.11,3.22
2024-04-17 22:26:00,7.41,0,2.14,5.26
2024-04-17 22:26:15,6.31,0,2.12,4.18
2024-04-17 22:26:30,6.30,1.06,2.13,3.12
2024-04-17 22:26:45,6.31,2.11,1.03,3.16
2024-04-17 22:27:00,4.18,2.09,1.03,1.05
2024-04-17 22:27:15,2.12,1.07,1.05,0
2024-04-17 22:27:30,1.07,1.07,0,0
2024-04-17 22:27:45,0,0,0,0
