"Time","All machines","machine69","machine70"
2024-04-17 22:21:00,1625091183,1013917181,597515414
2024-04-17 22:21:15,1117968704,506792195,597516807
2024-04-17 22:21:30,812223689,506793317,298627337
2024-04-17 22:21:45,812227348,506794387,298628471
2024-04-17 22:22:00,812231243,506795531,298630183
2024-04-17 22:22:15,812235181,506796646,298631505
2024-04-17 22:22:30,812239119,506797730,298632917
2024-04-17 22:22:45,812243587,506798822,298634063
2024-04-17 22:23:00,812248992,506799947,298636701
2024-04-17 22:23:15,812318272,506828061,298663350
2024-04-17 22:23:30,812391130,506861958,298690630
2024-04-17 22:23:45,812467676,506895208,298715438
2024-04-17 22:24:00,812540353,506927152,298742698
2024-04-17 22:24:15,812619048,506958244,298766653
2024-04-17 22:24:30,812689023,506990586,298793722
2024-04-17 22:24:45,812765942,507024223,298820764
2024-04-17 22:25:00,812838222,507054841,298843663
2024-04-17 22:25:15,812911627,507087825,298871489
2024-04-17 22:25:30,812991090,507121579,298898909
2024-04-17 22:25:45,813066018,507152248,298921324
2024-04-17 22:26:00,813135570,507186331,298949860
2024-04-17 22:26:15,813210781,507217832,298976297
2024-04-17 22:26:30,813282699,507251268,299001715
2024-04-17 22:26:45,813355045,507283182,299027712
2024-04-17 22:27:00,813434011,507315526,299053698
2024-04-17 22:27:15,813456108,507327567,299057820
2024-04-17 22:27:30,813459809,507328746,299059233
2024-04-17 22:27:45,813464015,507329874,299060728
