"Time","orderers","peers","Total"
2024-04-17 22:21:00,0.735,0.893,1.63
2024-04-17 22:21:15,0.536,0.718,1.25
2024-04-17 22:21:30,0.0846,0.297,0.382
2024-04-17 22:21:45,0.0848,0.297,0.382
2024-04-17 22:22:00,0.0847,0.297,0.382
2024-04-17 22:22:15,0.0851,0.282,0.367
2024-04-17 22:22:30,0.0854,0.268,0.353
2024-04-17 22:22:45,0.0853,0.268,0.353
2024-04-17 22:23:00,0.0856,0.268,0.354
2024-04-17 22:23:15,0.149,0.347,0.496
2024-04-17 22:23:30,0.217,0.370,0.586
2024-04-17 22:23:45,0.276,0.388,0.664
2024-04-17 22:24:00,0.255,0.404,0.660
2024-04-17 22:24:15,0.329,0.428,0.757
2024-04-17 22:24:30,0.386,0.446,0.832
2024-04-17 22:24:45,0.361,0.464,0.824
2024-04-17 22:25:00,0.431,0.466,0.897
2024-04-17 22:25:15,0.471,0.494,0.964
2024-04-17 22:25:30,0.451,0.515,0.966
2024-04-17 22:25:45,0.522,0.540,1.06
2024-04-17 22:26:00,0.551,0.552,1.10
2024-04-17 22:26:15,0.561,0.568,1.13
2024-04-17 22:26:30,0.622,0.590,1.21
2024-04-17 22:26:45,0.644,0.605,1.25
2024-04-17 22:27:00,0.652,0.624,1.28
2024-04-17 22:27:15,0.666,0.626,1.29
2024-04-17 22:27:30,0.666,0.626,1.29
2024-04-17 22:27:45,0.666,0.626,1.29
