"Time","All machines","machine69","machine70"
2024-04-17 22:21:00,1691355416,1046295326,618297036
2024-04-17 22:21:15,1168026763,522964353,618298361
2024-04-17 22:21:30,845344054,522965427,309026174
2024-04-17 22:21:45,845347497,522966458,309027267
2024-04-17 22:22:00,845351163,522967544,309028871
2024-04-17 22:22:15,845354829,522968614,309030127
2024-04-17 22:22:30,845358474,522969646,309031466
2024-04-17 22:22:45,845362594,522970707,309032556
2024-04-17 22:23:00,845368234,522971801,309035228
2024-04-17 22:23:15,845459409,523004325,309066287
2024-04-17 22:23:30,845555812,523045901,309097996
2024-04-17 22:23:45,845663458,523088248,309127146
2024-04-17 22:24:00,845760273,523127455,309159042
2024-04-17 22:24:15,845872727,523167369,309188471
2024-04-17 22:24:30,845967930,523207637,309219965
2024-04-17 22:24:45,846074997,523249854,309252040
2024-04-17 22:25:00,846173173,523288217,309279761
2024-04-17 22:25:15,846275146,523330054,309311855
2024-04-17 22:25:30,846387333,523371806,309344516
2024-04-17 22:25:45,846491251,523410084,309371735
2024-04-17 22:26:00,846585763,523452010,309404958
2024-04-17 22:26:15,846688494,523491265,309436704
2024-04-17 22:26:30,846786458,523532287,309466166
2024-04-17 22:26:45,846886410,523571632,309497218
2024-04-17 22:27:00,846997003,523612196,309527742
2024-04-17 22:27:15,847026416,523627196,309532556
2024-04-17 22:27:30,847029907,523628345,309533901
2024-04-17 22:27:45,847033851,523629458,309535299
