"Time","All machines","machine69","machine70"
2024-04-17 22:21:00,0,0,0
2024-04-17 22:21:15,0,0,0
2024-04-17 22:21:30,0,0,0
2024-04-17 22:21:45,0,0,1.05
2024-04-17 22:22:00,0,0,1.01
2024-04-17 22:22:15,0,0,1.03
2024-04-17 22:22:30,0,0,0
2024-04-17 22:22:45,0,0,0
2024-04-17 22:23:00,0,0,2.03
2024-04-17 22:23:15,3.19,1.07,2.06
2024-04-17 22:23:30,4.22,2.14,2.06
2024-04-17 22:23:45,9.44,4.34,2.03
2024-04-17 22:24:00,12.6,4.29,2.02
2024-04-17 22:24:15,11.4,2.14,2.05
2024-04-17 22:24:30,11.6,2.16,2.03
2024-04-17 22:24:45,6.30,0,2.04
2024-04-17 22:25:00,4.25,2.14,6.30
2024-04-17 22:25:15,6.30,2.15,6.08
2024-04-17 22:25:30,7.39,3.20,5.04
2024-04-17 22:25:45,5.33,1.08,2.00
2024-04-17 22:26:00,7.41,2.14,5.09
2024-04-17 22:26:15,6.31,2.12,5.08
2024-04-17 22:26:30,6.30,1.08,5.06
2024-04-17 22:26:45,6.31,1.07,4.07
2024-04-17 22:27:00,4.18,1.08,2.02
2024-04-17 22:27:15,2.12,1.07,2.03
2024-04-17 22:27:30,1.07,1.07,1.01
2024-04-17 22:27:45,0,0,0
