"Time","Total","Peers","Orderers","Couchdb"
2024-04-18 10:26:00,857362952,857034571,243674,84707
2024-04-18 10:26:15,857362952,857034571,243674,84707
2024-04-18 10:26:30,1384048914,1383719156,244810,84948
2024-04-18 10:26:45,1384049958,1383719986,245004,84968
2024-04-18 10:27:00,1695798584,1695465798,247582,85204
2024-04-18 10:27:15,1695801308,1695467967,248137,85204
2024-04-18 10:27:30,1714064962,1713729254,250235,85473
2024-04-18 10:27:45,1714068872,1713732365,251030,85477
2024-04-18 10:28:00,1714126837,1713777474,261000,88363
2024-04-18 10:28:15,1714227268,1713857757,276054,93457
2024-04-18 10:28:30,1714335727,1713946493,291319,97915
2024-04-18 10:28:45,1714439535,1714030333,306175,103027
2024-04-18 10:29:00,1714540367,1714111274,320563,108530
2024-04-18 10:29:15,1187572180,1187322482,167215,82483
2024-04-18 10:29:30,857382002,857241113,106850,34039
2024-04-18 10:29:45,857482988,857321533,122508,38947
2024-04-18 10:30:00,857588040,857406253,137452,44335
2024-04-18 10:30:15,857697163,857495235,152348,49580
2024-04-18 10:30:30,857794496,857573193,166799,54504
2024-04-18 10:30:45,857896699,857653965,182974,59760
2024-04-18 10:31:00,858000266,857737607,197267,65392
2024-04-18 10:31:15,858103339,857822073,211205,70061
2024-04-18 10:31:30,858207751,857906211,225686,75854
2024-04-18 10:31:45,858307274,857985145,241473,80656
