"Time","Total","Peers","Orderers"
2024-04-18 10:26:00,0.212,0.196,0.0166
2024-04-18 10:26:15,0.212,0.196,0.0166
2024-04-18 10:26:30,0.213,0.196,0.0170
2024-04-18 10:26:45,0.213,0.196,0.0170
2024-04-18 10:27:00,0.214,0.196,0.0173
2024-04-18 10:27:15,0.214,0.196,0.0173
2024-04-18 10:27:30,0.214,0.197,0.0176
2024-04-18 10:27:45,0.214,0.197,0.0176
2024-04-18 10:28:00,0.215,0.197,0.0176
2024-04-18 10:28:15,0.215,0.197,0.0176
2024-04-18 10:28:30,0.248,0.228,0.0200
2024-04-18 10:28:45,0.248,0.228,0.0200
2024-04-18 10:29:00,0.284,0.264,0.0205
2024-04-18 10:29:15,0.205,0.199,0.00618
2024-04-18 10:29:30,0.141,0.132,0.00934
2024-04-18 10:29:45,0.141,0.132,0.00934
2024-04-18 10:30:00,0.179,0.169,0.00976
2024-04-18 10:30:15,0.179,0.169,0.00976
2024-04-18 10:30:30,0.248,0.233,0.0153
2024-04-18 10:30:45,0.248,0.233,0.0153
2024-04-18 10:31:00,0.286,0.270,0.0157
2024-04-18 10:31:15,0.286,0.270,0.0157
2024-04-18 10:31:30,0.355,0.334,0.0212
2024-04-18 10:31:45,0.355,0.334,0.0212
