"Time","All machines","machine69","machine70"
2024-04-18 10:26:30,1206,1207,
2024-04-18 10:26:45,2261,2259,
2024-04-18 10:27:00,4586,3085,1451
2024-04-18 10:27:15,7150,4215,2727
2024-04-18 10:27:30,10127,4326,4397
2024-04-18 10:27:45,13342,4461,5824
2024-04-18 10:28:00,75247,28632,24233
2024-04-18 10:28:15,181086,76949,51283
2024-04-18 10:28:30,292945,125922,79449
2024-04-18 10:28:45,399046,177167,103350
2024-04-18 10:29:00,409358,181059,105543
2024-04-18 10:29:15,407729,179827,105218
2024-04-18 10:29:30,400982,174985,98568
2024-04-18 10:29:45,409820,179461,104104
2024-04-18 10:30:00,409146,179436,103600
2024-04-18 10:30:15,405086,179088,103193
2024-04-18 10:30:30,410723,181094,103777
2024-04-18 10:30:45,410712,181031,103830
2024-04-18 10:31:00,408432,181137,104064
2024-04-18 10:31:15,407415,181407,104171
2024-04-18 10:31:30,409886,180130,104007
2024-04-18 10:31:45,407258,179257,103105
