"Time","Total","Peers","Orderers","Couchsdb"
2024-04-18 10:26:30,0,0,0,0
2024-04-18 10:26:45,0,0,0,0
2024-04-18 10:27:00,0,0,0,0
2024-04-18 10:27:15,0,0,0,0
2024-04-18 10:27:30,488,259,142,86.7
2024-04-18 10:27:45,3119,1551,785,783
2024-04-18 10:28:00,3916,1975,963,978
2024-04-18 10:28:15,3919,1951,984,985
2024-04-18 10:28:30,2529,1262,604,664
2024-04-18 10:28:45,173,85.6,24.2,63.2
2024-04-18 10:29:00,72.2,36.5,18.0,17.6
2024-04-18 10:29:15,46.9,25.2,12.9,8.83
2024-04-18 10:29:30,48.2,28.9,9.73,9.51
2024-04-18 10:29:45,17.5,9.97,3.29,4.23
2024-04-18 10:30:00,23.0,13.2,4.34,5.49
2024-04-18 10:30:15,22.8,13.1,4.26,5.38
2024-04-18 10:30:30,6.53,3.25,1.11,2.17
2024-04-18 10:30:45,13.0,6.59,3.21,3.21
2024-04-18 10:31:00,6.61,3.33,2.17,1.11
2024-04-18 10:31:15,6.54,3.26,2.17,1.11
2024-04-18 10:31:30,162,90.4,36.4,34.8
2024-04-18 10:31:45,186,105,40.1,41.5
