"Time","All machines","machine69","machine70"
2024-04-18 10:26:30,0,0,
2024-04-18 10:26:45,0,0,
2024-04-18 10:27:00,0,0,0
2024-04-18 10:27:15,0,0,0
2024-04-18 10:27:30,3.20,1.09,0
2024-04-18 10:27:45,9.53,9.39,0
2024-04-18 10:28:00,13.8,10.8,1.02
2024-04-18 10:28:15,18.0,11.7,2.04
2024-04-18 10:28:30,13.9,8.60,2.01
2024-04-18 10:28:45,9.43,2.13,2.03
2024-04-18 10:29:00,13.7,5.39,2.01
2024-04-18 10:29:15,12.6,5.36,2.01
2024-04-18 10:29:30,11.5,5.28,5.14
2024-04-18 10:29:45,15.8,6.41,7.43
2024-04-18 10:30:00,14.9,5.39,6.10
2024-04-18 10:30:15,13.7,6.53,3.12
2024-04-18 10:30:30,16.8,8.51,3.06
2024-04-18 10:30:45,11.6,6.48,3.05
2024-04-18 10:31:00,11.5,6.44,5.01
2024-04-18 10:31:15,10.6,3.10,3.21
2024-04-18 10:31:30,8.47,3.23,6.05
2024-04-18 10:31:45,7.35,1.07,6.12
