"Time","Total","Peers","Orderers","Couchdb"
2024-04-18 10:26:00,27049488,13524700,6762475,6762313
2024-04-18 10:26:15,27049488,13524700,6762475,6762313
2024-04-18 10:26:30,48139332,24069543,12034923,12034866
2024-04-18 10:26:45,48139332,24069543,12034923,12034866
2024-04-18 10:27:00,54032860,27016307,13508305,13508248
2024-04-18 10:27:15,54032860,27016307,13508305,13508248
2024-04-18 10:27:30,54103170,27051478,13525900,13525792
2024-04-18 10:27:45,54105591,27052664,13526492,13526435
2024-04-18 10:28:00,54106322,27053038,13526671,13526613
2024-04-18 10:28:15,54106327,27053041,13526672,13526614
2024-04-18 10:28:30,54106357,27053053,13526681,13526623
2024-04-18 10:28:45,54106382,27053068,13526686,13526628
2024-04-18 10:29:00,54106387,27053071,13526687,13526629
2024-04-18 10:29:15,33020283,16510063,8255058,8255162
2024-04-18 10:29:30,27056914,13528380,6764215,6764319
2024-04-18 10:29:45,27056914,13528380,6764215,6764319
2024-04-18 10:30:00,27056920,13528383,6764216,6764321
2024-04-18 10:30:15,27056920,13528383,6764216,6764321
2024-04-18 10:30:30,27056920,13528383,6764216,6764321
2024-04-18 10:30:45,27056926,13528386,6764218,6764322
2024-04-18 10:31:00,27056926,13528386,6764218,6764322
2024-04-18 10:31:15,27056926,13528386,6764218,6764322
2024-04-18 10:31:30,27057067,13528465,6764249,6764353
2024-04-18 10:31:45,27057100,13528484,6764256,6764360
