"Time","Total","Peers","Orderers","Couchsdb"
2024-04-18 10:26:30,1206,1002,203,1.52
2024-04-18 10:26:45,2261,1837,398,26.3
2024-04-18 10:27:00,4586,3681,876,29.2
2024-04-18 10:27:15,7150,5728,1394,27.2
2024-04-18 10:27:30,10127,8234,1827,66.5
2024-04-18 10:27:45,13342,10861,2435,46.0
2024-04-18 10:28:00,75247,59459,12618,3170
2024-04-18 10:28:15,181086,143773,28549,8765
2024-04-18 10:28:30,292945,234786,44383,13776
2024-04-18 10:28:45,399046,319455,60296,19295
2024-04-18 10:29:00,409358,328321,60783,20255
2024-04-18 10:29:15,407729,327696,60155,19879
2024-04-18 10:29:30,400982,322135,58768,20079
2024-04-18 10:29:45,409820,329704,59545,20572
2024-04-18 10:30:00,409146,329337,59188,20621
2024-04-18 10:30:15,405086,326045,58625,20416
2024-04-18 10:30:30,410723,330406,59369,20949
2024-04-18 10:30:45,410712,330239,59566,20907
2024-04-18 10:31:00,408432,327794,59676,20962
2024-04-18 10:31:15,407415,327773,58999,20642
2024-04-18 10:31:30,409886,330052,59068,20765
2024-04-18 10:31:45,407258,327734,58582,20942
