"Time","All machines","machine69","machine70"
2024-04-18 10:26:00,470777477,241537629,219297798
2024-04-18 10:26:15,470777477,241537629,219297798
2024-04-18 10:26:30,712312210,483072145,219297798
2024-04-18 10:26:45,712312666,483072867,219297798
2024-04-18 10:27:00,931608102,483073145,438592907
2024-04-18 10:27:15,931608394,483073321,438593015
2024-04-18 10:27:30,941514723,483075517,438593359
2024-04-18 10:27:45,941516420,483076994,438593447
2024-04-18 10:28:00,941521128,483078049,438594610
2024-04-18 10:28:15,941527307,483079672,438596198
2024-04-18 10:28:30,941533479,483081109,438597560
2024-04-18 10:28:45,941539868,483082253,438598605
2024-04-18 10:29:00,941547174,483083637,438600207
2024-04-18 10:29:15,700015940,241547189,274124082
2024-04-18 10:29:30,470782287,241548666,219304863
2024-04-18 10:29:45,470787977,241549869,219306205
2024-04-18 10:30:00,470795316,241551118,219307597
2024-04-18 10:30:15,470801550,241552293,219308845
2024-04-18 10:30:30,470807652,241553869,219310331
2024-04-18 10:30:45,470814059,241555105,219311416
2024-04-18 10:31:00,470821557,241556642,219312985
2024-04-18 10:31:15,470826722,241557766,219314312
2024-04-18 10:31:30,470833752,241558964,219315665
2024-04-18 10:31:45,470839125,241560159,219316737
