"Time","orderers","peers","Total"
2024-08-04 13:12:00,0.257,7.81,7.81
2024-08-04 13:12:15,0.316,8.23,8.23
2024-08-04 13:12:30,0.469,8.25,8.25
2024-08-04 13:12:45,0.576,8.39,8.39
2024-08-04 13:13:00,0.642,8.25,8.25
2024-08-04 13:13:15,0.716,8.86,8.86
2024-08-04 13:13:30,0.824,8.80,8.80
2024-08-04 13:13:45,0.899,9.16,9.16
2024-08-04 13:14:00,0.847,8.93,8.93
2024-08-04 13:14:15,1.01,9.28,9.28
2024-08-04 13:14:30,1.07,9.24,9.24
2024-08-04 13:14:45,1.08,9.08,9.08
2024-08-04 13:15:00,1.17,9.40,9.40
2024-08-04 13:15:15,1.29,9.88,9.88
2024-08-04 13:15:30,1.27,9.81,9.81
2024-08-04 13:15:45,1.41,9.56,9.56
2024-08-04 13:16:00,1.50,9.78,9.78
2024-08-04 13:16:15,1.44,9.95,9.95
2024-08-04 13:16:30,1.44,9.99,9.99
2024-08-04 13:16:45,1.44,10.1,10.1
2024-08-04 13:17:00,1.44,10.1,10.1
