"Time","All machines","machine70","machine77"
2024-08-04 13:12:00,106,0,0
2024-08-04 13:12:15,175,0,0
2024-08-04 13:12:30,90.3,0,0
2024-08-04 13:12:45,83.3,0,0
2024-08-04 13:13:00,92.1,0,0
2024-08-04 13:13:15,0,1.04,0
2024-08-04 13:13:30,0,1.55,0
2024-08-04 13:13:45,0,0,264
2024-08-04 13:14:00,0,0,358
2024-08-04 13:14:15,160,0,111
2024-08-04 13:14:30,175,0,150
2024-08-04 13:14:45,159,0,0
2024-08-04 13:15:00,278,0,0
2024-08-04 13:15:15,93.2,0,0
2024-08-04 13:15:30,251,0,0
2024-08-04 13:15:45,185,0,0
2024-08-04 13:16:00,190,0,0
2024-08-04 13:16:15,88.7,1.02,1.37
2024-08-04 13:16:30,98.3,1.54,1.87
2024-08-04 13:16:45,81.8,0,0
2024-08-04 13:17:00,91.7,0,0
