"Time","Total","Peers","Orderers"
2024-08-04 13:12:00,0.734,0.154,0.000660
2024-08-04 13:12:15,0.734,0.154,0.000679
2024-08-04 13:12:30,0.734,0.154,0.000679
2024-08-04 13:12:45,0.734,0.154,0.000679
2024-08-04 13:13:00,0.734,0.154,0.000679
2024-08-04 13:13:15,0.741,0.159,0.00259
2024-08-04 13:13:30,0.741,0.159,0.00259
2024-08-04 13:13:45,0.741,0.159,0.00259
2024-08-04 13:14:00,0.741,0.159,0.00259
2024-08-04 13:14:15,0.749,0.164,0.00457
2024-08-04 13:14:30,0.749,0.164,0.00457
2024-08-04 13:14:45,0.749,0.164,0.00457
2024-08-04 13:15:00,0.749,0.164,0.00457
2024-08-04 13:15:15,0.756,0.170,0.00652
2024-08-04 13:15:30,0.756,0.170,0.00652
2024-08-04 13:15:45,0.756,0.170,0.00652
2024-08-04 13:16:00,0.756,0.170,0.00652
2024-08-04 13:16:15,0.764,0.175,0.00848
2024-08-04 13:16:30,0.764,0.175,0.00848
2024-08-04 13:16:45,0.764,0.175,0.00848
2024-08-04 13:17:00,0.764,0.175,0.00848
