"Time","orderers","peers","Total"
2024-08-01 20:13:00,0.117,4.02,4.02
2024-08-01 20:13:15,0.122,4.24,4.24
2024-08-01 20:13:30,0.172,4.28,4.28
2024-08-01 20:13:45,0.249,4.28,4.28
2024-08-01 20:14:00,0.284,4.34,4.34
2024-08-01 20:14:15,0.345,4.55,4.55
2024-08-01 20:14:30,0.416,4.65,4.65
2024-08-01 20:14:45,0.474,4.55,4.55
2024-08-01 20:15:00,0.413,4.65,4.65
2024-08-01 20:15:15,0.480,4.63,4.63
2024-08-01 20:15:30,0.537,4.78,4.78
2024-08-01 20:15:45,0.507,4.74,4.74
2024-08-01 20:16:00,0.538,4.84,4.84
2024-08-01 20:16:15,0.626,4.99,4.99
2024-08-01 20:16:30,0.614,5.03,5.03
2024-08-01 20:16:45,0.656,5.12,5.12
2024-08-01 20:17:00,0.692,5.22,5.22
2024-08-01 20:17:15,0.687,5.13,5.13
2024-08-01 20:17:30,0.698,5.11,5.11
2024-08-01 20:17:45,0.698,5.27,5.27
2024-08-01 20:18:00,0.700,5.11,5.11
