"Time","machine69","machine70","Total","machine77"
2024-08-01 20:13:00,0,264,747,263
2024-08-01 20:13:15,0.00240,152,722,271
2024-08-01 20:13:30,0,284,854,272
2024-08-01 20:13:45,0,342,1092,380
2024-08-01 20:14:00,0,459,1256,381
2024-08-01 20:14:15,0.0000904,417,1417,464
2024-08-01 20:14:30,,481,1474,464
2024-08-01 20:14:45,,320,1525,482
2024-08-01 20:15:00,0,476,1531,481
2024-08-01 20:15:15,0.0240,358,1526,476
2024-08-01 20:15:30,,492,1528,476
2024-08-01 20:15:45,0,476,1528,486
2024-08-01 20:16:00,0.000769,480,1405,487
2024-08-01 20:16:15,0.000769,256,1373,423
2024-08-01 20:16:30,0,449,1401,423
2024-08-01 20:16:45,,414,1470,561
2024-08-01 20:17:00,0.00470,534,1583,560
2024-08-01 20:17:15,0.00194,415,1599,522
2024-08-01 20:17:30,,510,1453,521
2024-08-01 20:17:45,0,226,1172,341
2024-08-01 20:18:00,0,267,957,340
