"Time","orderers","peers","Total"
2024-08-01 20:13:00,0.367,12.5,12.5
2024-08-01 20:13:15,0.380,13.2,13.2
2024-08-01 20:13:30,0.538,13.4,13.4
2024-08-01 20:13:45,0.778,13.4,13.4
2024-08-01 20:14:00,0.886,13.6,13.6
2024-08-01 20:14:15,1.08,14.2,14.2
2024-08-01 20:14:30,1.30,14.5,14.5
2024-08-01 20:14:45,1.48,14.2,14.2
2024-08-01 20:15:00,1.29,14.5,14.5
2024-08-01 20:15:15,1.50,14.5,14.5
2024-08-01 20:15:30,1.68,14.9,14.9
2024-08-01 20:15:45,1.58,14.8,14.8
2024-08-01 20:16:00,1.68,15.1,15.1
2024-08-01 20:16:15,1.96,15.6,15.6
2024-08-01 20:16:30,1.92,15.7,15.7
2024-08-01 20:16:45,2.05,16.0,16.0
2024-08-01 20:17:00,2.16,16.3,16.3
2024-08-01 20:17:15,2.15,16.0,16.0
2024-08-01 20:17:30,2.18,16.0,16.0
2024-08-01 20:17:45,2.18,16.5,16.5
2024-08-01 20:18:00,2.19,16.0,16.0
