"Time","machine69","machine70","All Machines","machine77"
2024-08-01 20:13:00,0.350,0.181,0.712,0.181
2024-08-01 20:13:15,0.350,0.181,0.712,0.181
2024-08-01 20:13:30,0.351,0.181,0.713,0.181
2024-08-01 20:13:45,0.351,0.181,0.713,0.181
2024-08-01 20:14:00,0.351,0.181,0.713,0.181
2024-08-01 20:14:15,0.351,0.181,0.713,0.181
2024-08-01 20:14:30,0.354,0.181,0.719,0.181
2024-08-01 20:14:45,0.354,0.181,0.719,0.183
2024-08-01 20:15:00,0.354,0.183,0.719,0.183
2024-08-01 20:15:15,0.354,0.183,0.719,0.183
2024-08-01 20:15:30,0.357,0.183,0.724,0.183
2024-08-01 20:15:45,0.357,0.185,0.726,0.185
2024-08-01 20:16:00,0.357,0.185,0.726,0.185
2024-08-01 20:16:15,0.357,0.185,0.726,0.185
2024-08-01 20:16:30,0.357,0.185,0.731,0.185
2024-08-01 20:16:45,0.357,0.185,0.733,0.187
2024-08-01 20:17:00,0.357,0.187,0.733,0.187
2024-08-01 20:17:15,0.357,0.187,0.733,0.187
2024-08-01 20:17:30,0.362,0.187,0.737,0.187
2024-08-01 20:17:45,0.362,0.187,0.738,0.188
2024-08-01 20:18:00,0.362,0.188,0.738,0.188
