"Time","Total","Peers","Orderers"
2024-04-19 18:01:30,0.000854,0.000427,0.000427
2024-04-19 18:01:45,0.00243,0.00185,0.000587
2024-04-19 18:02:00,0.00243,0.00185,0.000587
2024-04-19 18:02:15,0.00768,0.00702,0.000668
2024-04-19 18:02:30,0.00768,0.00702,0.000668
2024-04-19 18:02:45,0.0229,0.0206,0.00232
2024-04-19 18:03:00,0.0229,0.0206,0.00232
2024-04-19 18:03:15,0.0316,0.0291,0.00246
2024-04-19 18:03:30,0.0316,0.0291,0.00246
2024-04-19 18:03:45,0.0469,0.0427,0.00421
2024-04-19 18:04:00,0.0469,0.0427,0.00421
2024-04-19 18:04:15,0.0555,0.0512,0.00435
2024-04-19 18:04:30,0.0555,0.0512,0.00435
2024-04-19 18:04:45,0.0711,0.0650,0.00612
2024-04-19 18:05:00,0.0711,0.0650,0.00612
2024-04-19 18:05:15,0.0798,0.0735,0.00626
2024-04-19 18:05:30,0.0798,0.0735,0.00626
