"Time","All machines","machine69","machine70","machine77"
2024-04-19 18:01:30,0.791,0.343,0.192,0.250
2024-04-19 18:01:45,0.917,0.401,0.228,0.285
2024-04-19 18:02:00,1.02,0.439,0.269,0.326
2024-04-19 18:02:15,1.11,0.460,0.298,0.354
2024-04-19 18:02:30,1.14,0.473,0.298,0.380
2024-04-19 18:02:45,1.06,0.329,0.328,0.410
2024-04-19 18:03:00,1.13,0.334,0.330,0.443
2024-04-19 18:03:15,1.15,0.363,0.365,0.431
2024-04-19 18:03:30,1.24,0.386,0.397,0.462
2024-04-19 18:03:45,1.33,0.426,0.401,0.499
2024-04-19 18:04:00,1.35,0.423,0.433,0.498
2024-04-19 18:04:15,1.44,0.451,0.465,0.538
2024-04-19 18:04:30,1.48,0.469,0.475,0.568
2024-04-19 18:04:45,1.58,0.477,0.523,0.586
2024-04-19 18:05:00,1.66,0.491,0.553,0.618
2024-04-19 18:05:15,1.69,0.482,0.563,0.659
2024-04-19 18:05:30,1.75,0.508,0.587,0.659
