"Time","orderers","peers","Total"
2024-04-19 18:01:30,0.114,0.373,0.487
2024-04-19 18:01:45,0.173,0.422,0.595
2024-04-19 18:02:00,0.237,0.439,0.675
2024-04-19 18:02:15,0.305,0.450,0.755
2024-04-19 18:02:30,0.303,0.476,0.779
2024-04-19 18:02:45,0.335,0.444,0.779
2024-04-19 18:03:00,0.375,0.454,0.829
2024-04-19 18:03:15,0.363,0.479,0.842
2024-04-19 18:03:30,0.427,0.489,0.916
2024-04-19 18:03:45,0.458,0.516,0.974
2024-04-19 18:04:00,0.450,0.527,0.977
2024-04-19 18:04:15,0.502,0.550,1.05
2024-04-19 18:04:30,0.502,0.568,1.07
2024-04-19 18:04:45,0.530,0.591,1.12
2024-04-19 18:05:00,0.578,0.604,1.18
2024-04-19 18:05:15,0.570,0.620,1.19
2024-04-19 18:05:30,0.606,0.632,1.24
