"Time","Total","Peers","Orderers","Couchdb"
2024-04-19 18:01:30,875910748,875898631,11198,919
2024-04-19 18:01:45,876000446,875970651,24671,5124
2024-04-19 18:02:00,876098624,876049417,39334,9873
2024-04-19 18:02:15,876204027,876133852,55399,14776
2024-04-19 18:02:30,876303512,876214091,70452,18969
2024-04-19 18:02:45,876411958,876305146,83121,23691
2024-04-19 18:03:00,876508584,876381109,98717,28758
2024-04-19 18:03:15,876608656,876461882,113732,33042
2024-04-19 18:03:30,876714158,876548510,127822,37826
2024-04-19 18:03:45,876819813,876633752,143357,42704
2024-04-19 18:04:00,876916181,876710156,158565,47460
2024-04-19 18:04:15,877017957,876792240,173564,52153
2024-04-19 18:04:30,877123839,876878982,187800,57057
2024-04-19 18:04:45,877229729,876965195,202219,62315
2024-04-19 18:05:00,877325250,877041541,216646,67063
2024-04-19 18:05:15,877430432,877126878,231900,71654
2024-04-19 18:05:30,877532352,877208529,247141,76682
