"Time","Total","Peers","Orderers","Couchsdb"
2024-04-19 18:01:30,19342,9693,4784,4865
2024-04-19 18:01:45,15514,7748,3841,3926
2024-04-19 18:02:00,8913,4584,2109,2220
2024-04-19 18:02:15,86.6,42.4,24.0,20.3
2024-04-19 18:02:30,71.0,32.7,20.7,17.6
2024-04-19 18:02:45,39.6,19.7,8.93,11.0
2024-04-19 18:03:00,35.1,13.2,14.3,7.67
2024-04-19 18:03:15,35.0,13.2,14.1,7.65
2024-04-19 18:03:30,35.5,13.3,14.5,7.76
2024-04-19 18:03:45,180,72.0,68.8,39.2
2024-04-19 18:04:00,293,138,94.7,59.9
2024-04-19 18:04:15,1114,567,332,215
2024-04-19 18:04:30,1729,896,485,347
2024-04-19 18:04:45,1862,959,534,369
2024-04-19 18:05:00,1983,999,571,414
2024-04-19 18:05:15,1307,645,382,279
2024-04-19 18:05:30,976,468,294,215
