"Time","Total","Peers","Orderers","Couchsdb"
2024-04-19 18:01:30,23026,18798,4116,112
2024-04-19 18:01:45,93673,71495,18043,4135
2024-04-19 18:02:00,169500,128558,32753,8188
2024-04-19 18:02:15,249361,188417,48451,12493
2024-04-19 18:02:30,296892,223618,57632,15642
2024-04-19 18:02:45,297432,224605,57126,15701
2024-04-19 18:03:00,297511,225477,56488,15546
2024-04-19 18:03:15,297208,225408,56224,15575
2024-04-19 18:03:30,296773,224877,56019,15877
2024-04-19 18:03:45,296138,224135,56042,15962
2024-04-19 18:04:00,295592,223602,56020,15970
2024-04-19 18:04:15,294868,223135,55675,16057
2024-04-19 18:04:30,296315,224695,55524,16096
2024-04-19 18:04:45,296549,224733,55779,16037
2024-04-19 18:05:00,295904,224016,55855,16033
2024-04-19 18:05:15,295271,223523,55672,16076
2024-04-19 18:05:30,294047,222096,55878,16073
