"Time","Total","Peers","Orderers"
2024-04-19 18:01:30,0.00268,0.00134,0.00134
2024-04-19 18:01:45,0.00762,0.00578,0.00184
2024-04-19 18:02:00,0.00762,0.00578,0.00184
2024-04-19 18:02:15,0.0241,0.0220,0.00209
2024-04-19 18:02:30,0.0241,0.0220,0.00209
2024-04-19 18:02:45,0.0719,0.0646,0.00728
2024-04-19 18:03:00,0.0719,0.0646,0.00728
2024-04-19 18:03:15,0.0990,0.0913,0.00771
2024-04-19 18:03:30,0.0990,0.0913,0.00771
2024-04-19 18:03:45,0.147,0.134,0.0132
2024-04-19 18:04:00,0.147,0.134,0.0132
2024-04-19 18:04:15,0.174,0.160,0.0136
2024-04-19 18:04:30,0.174,0.160,0.0136
2024-04-19 18:04:45,0.223,0.204,0.0192
2024-04-19 18:05:00,0.223,0.204,0.0192
2024-04-19 18:05:15,0.250,0.230,0.0196
2024-04-19 18:05:30,0.250,0.230,0.0196
