"Time","orderers","peers","Total"
2024-04-19 18:01:30,0.355,1.17,1.52
2024-04-19 18:01:45,0.541,1.32,1.86
2024-04-19 18:02:00,0.739,1.37,2.11
2024-04-19 18:02:15,0.955,1.40,2.36
2024-04-19 18:02:30,0.947,1.49,2.43
2024-04-19 18:02:45,1.05,1.39,2.43
2024-04-19 18:03:00,1.17,1.42,2.59
2024-04-19 18:03:15,1.14,1.50,2.63
2024-04-19 18:03:30,1.33,1.53,2.86
2024-04-19 18:03:45,1.43,1.61,3.04
2024-04-19 18:04:00,1.41,1.65,3.05
2024-04-19 18:04:15,1.57,1.72,3.29
2024-04-19 18:04:30,1.57,1.77,3.34
2024-04-19 18:04:45,1.66,1.85,3.50
2024-04-19 18:05:00,1.81,1.89,3.69
2024-04-19 18:05:15,1.78,1.94,3.72
2024-04-19 18:05:30,1.89,1.98,3.87
