"Time","orderers","peers","Total"
2024-04-19 19:50:15,1.23,1.42,2.65
2024-04-19 19:50:30,1.11,1.42,2.53
2024-04-19 19:50:45,1.33,1.51,2.84
2024-04-19 19:51:00,1.51,1.58,3.09
2024-04-19 19:51:15,1.42,1.64,3.06
2024-04-19 19:51:30,1.60,1.69,3.28
2024-04-19 19:51:45,1.76,1.73,3.48
2024-04-19 19:52:00,1.67,1.78,3.45
2024-04-19 19:52:15,1.85,1.83,3.69
2024-04-19 19:52:30,2.02,1.88,3.90
2024-04-19 19:52:45,1.92,1.96,3.88
2024-04-19 19:53:00,1.99,1.96,3.95
2024-04-19 19:53:15,1.99,1.96,3.96
2024-04-19 19:53:30,2.00,1.94,3.94
2024-04-19 19:53:45,2.00,1.94,3.94
