"Time","Total","Peers","Orderers"
2024-04-19 19:50:15,0.0339,0.0312,0.00270
2024-04-19 19:50:30,0.0339,0.0312,0.00270
2024-04-19 19:50:45,0.0392,0.0364,0.00283
2024-04-19 19:51:00,0.0392,0.0364,0.00283
2024-04-19 19:51:15,0.0615,0.0569,0.00460
2024-04-19 19:51:30,0.0615,0.0569,0.00460
2024-04-19 19:51:45,0.0668,0.0621,0.00474
2024-04-19 19:52:00,0.0668,0.0621,0.00474
2024-04-19 19:52:15,0.0890,0.0826,0.00643
2024-04-19 19:52:30,0.0891,0.0826,0.00650
2024-04-19 19:52:45,0.0944,0.0877,0.00664
2024-04-19 19:53:00,0.0944,0.0877,0.00664
2024-04-19 19:53:15,0.105,0.0966,0.00793
2024-04-19 19:53:30,0.110,0.102,0.00793
2024-04-19 19:53:45,0.111,0.103,0.00795
