"Time","orderers","peers","Total"
2024-04-19 19:50:15,0.393,0.454,0.847
2024-04-19 19:50:30,0.354,0.456,0.809
2024-04-19 19:50:45,0.427,0.483,0.910
2024-04-19 19:51:00,0.483,0.504,0.988
2024-04-19 19:51:15,0.455,0.523,0.978
2024-04-19 19:51:30,0.511,0.540,1.05
2024-04-19 19:51:45,0.562,0.553,1.11
2024-04-19 19:52:00,0.533,0.571,1.10
2024-04-19 19:52:15,0.593,0.587,1.18
2024-04-19 19:52:30,0.646,0.602,1.25
2024-04-19 19:52:45,0.613,0.627,1.24
2024-04-19 19:53:00,0.636,0.628,1.26
2024-04-19 19:53:15,0.638,0.628,1.27
2024-04-19 19:53:30,0.639,0.621,1.26
2024-04-19 19:53:45,0.639,0.622,1.26
