"Time","Total","Peers","Orderers","Couchsdb"
2024-04-19 19:50:15,430056,348897,60431,20728
2024-04-19 19:50:30,431412,350449,59914,21050
2024-04-19 19:50:45,430948,350236,59850,20863
2024-04-19 19:51:00,430948,350148,59814,20987
2024-04-19 19:51:15,426636,345138,60014,21483
2024-04-19 19:51:30,424813,343927,59616,21270
2024-04-19 19:51:45,428125,347885,59198,21042
2024-04-19 19:52:00,428510,348031,59109,21370
2024-04-19 19:52:15,423694,344199,58252,21243
2024-04-19 19:52:30,424760,345392,58154,21214
2024-04-19 19:52:45,424042,345463,57804,20775
2024-04-19 19:53:00,364336,296803,49570,17964
2024-04-19 19:53:15,250328,203770,34697,11861
2024-04-19 19:53:30,140375,114934,19561,5881
2024-04-19 19:53:45,29766,24852,4519,394
