"Time","machine69","machine70","Total","machine77"
2024-04-19 19:50:15,84.9,79.4,209,44.4
2024-04-19 19:50:30,86.8,81.3,215,46.9
2024-04-19 19:50:45,86.5,86.2,222,49.6
2024-04-19 19:51:00,85.5,91.7,227,51.0
2024-04-19 19:51:15,86.3,98.1,235,51.4
2024-04-19 19:51:30,84.7,101,236,51.7
2024-04-19 19:51:45,86.0,96.1,232,49.6
2024-04-19 19:52:00,89.0,90.4,229,48.2
2024-04-19 19:52:15,90.5,85.2,223,47.2
2024-04-19 19:52:30,92.8,81.6,222,48.5
2024-04-19 19:52:45,92.6,82.0,224,51.3
2024-04-19 19:53:00,80.0,65.8,193,44.7
2024-04-19 19:53:15,55.1,45.9,135,31.6
2024-04-19 19:53:30,31.8,24.3,71.9,17.8
2024-04-19 19:53:45,7.48,3.31,14.4,3.47
