"Time","machine69","machine70","All Machines","machine77"
2024-04-19 19:50:15,0.0174,0.00456,0.0339,0.0120
2024-04-19 19:50:30,0.0174,0.00456,0.0339,0.0120
2024-04-19 19:50:45,0.0174,0.00986,0.0392,0.0120
2024-04-19 19:51:00,0.0174,0.00986,0.0392,0.0120
2024-04-19 19:51:15,0.0311,0.00986,0.0615,0.0205
2024-04-19 19:51:30,0.0311,0.00986,0.0615,0.0205
2024-04-19 19:51:45,0.0311,0.0152,0.0668,0.0205
2024-04-19 19:52:00,0.0311,0.0152,0.0668,0.0205
2024-04-19 19:52:15,0.0447,0.0152,0.0890,0.0292
2024-04-19 19:52:30,0.0447,0.0152,0.0891,0.0292
2024-04-19 19:52:45,0.0447,0.0205,0.0944,0.0292
2024-04-19 19:53:00,0.0447,0.0205,0.0944,0.0292
2024-04-19 19:53:15,0.0548,0.0205,0.105,0.0347
2024-04-19 19:53:30,0.0548,0.0205,0.110,0.0347
2024-04-19 19:53:45,0.0548,0.0215,0.111,0.0347
