"Time","orderers","peers","Total"
2024-06-14 14:00:15,0.124,111,111
2024-06-14 14:00:30,0.128,111,111
2024-06-14 14:00:45,0.128,111,111
2024-06-14 14:01:00,0.128,111,111
2024-06-14 14:01:15,0.128,112,112
2024-06-14 14:01:30,0.131,112,112
2024-06-14 14:01:45,0.169,113,113
2024-06-14 14:02:00,0.221,113,113
2024-06-14 14:02:15,0.291,114,114
2024-06-14 14:02:30,0.302,114,114
2024-06-14 14:02:45,0.330,114,114
2024-06-14 14:03:00,0.330,114,114
2024-06-14 14:03:15,0.362,117,117
2024-06-14 14:03:30,0.421,116,116
2024-06-14 14:03:45,0.492,116,116
2024-06-14 14:04:00,0.532,117,117
2024-06-14 14:04:15,0.521,117,117
2024-06-14 14:04:30,0.591,117,117
2024-06-14 14:04:45,0.604,117,117
2024-06-14 14:05:00,0.602,117,117
2024-06-14 14:05:15,0.681,119,119
2024-06-14 14:05:30,0.703,118,118
2024-06-14 14:05:45,0.681,118,118
2024-06-14 14:06:00,0.684,118,118
2024-06-14 14:06:15,0.684,118,118
2024-06-14 14:06:30,0.684,117,117
2024-06-14 14:06:45,0.684,117,117
