"Time","Total","Peers","Orderers","Couchsdb"
2024-06-14 14:00:15,128,15.6,10.8,7.20
2024-06-14 14:00:30,133,17.8,11.0,7.84
2024-06-14 14:00:45,202,19.3,19.2,12.0
2024-06-14 14:01:00,199,17.9,17.1,13.5
2024-06-14 14:01:15,154,14.6,14.7,9.59
2024-06-14 14:01:30,82.0,11.3,6.48,6.67
2024-06-14 14:01:45,31.5,0,0,0
2024-06-14 14:02:00,32.8,0,0,0
2024-06-14 14:02:15,282,28.9,21.4,14.4
2024-06-14 14:02:30,641,40.1,32.6,22.1
2024-06-14 14:02:45,1052,41.5,41.4,97.0
2024-06-14 14:03:00,881,24.8,28.0,90.9
2024-06-14 14:03:15,1569,67.3,70.2,110
2024-06-14 14:03:30,1388,74.2,69.6,43.1
2024-06-14 14:03:45,180,2.46,2.47,0
2024-06-14 14:04:00,185,2.67,2.64,0
2024-06-14 14:04:15,221,9.50,7.19,4.86
2024-06-14 14:04:30,423,31.4,21.3,20.1
2024-06-14 14:04:45,866,51.1,35.7,25.1
2024-06-14 14:05:00,726,44.1,30.0,20.9
2024-06-14 14:05:15,3416,325,220,148
2024-06-14 14:05:30,4484,459,338,225
2024-06-14 14:05:45,4374,455,333,214
2024-06-14 14:06:00,6885,533,469,263
2024-06-14 14:06:15,3795,226,229,148
2024-06-14 14:06:30,3543,202,222,145
2024-06-14 14:06:45,216,25.5,26.7,46.7
