"Time","Total","Peers","Orderers","Couchdb"
2024-06-14 14:00:15,6321170,526540,526564,350972
2024-06-14 14:00:30,6321170,526540,526564,350972
2024-06-14 14:00:45,6321298,526552,526576,350980
2024-06-14 14:01:00,6321298,526552,526576,350980
2024-06-14 14:01:15,6321298,526552,526576,350980
2024-06-14 14:01:30,6321298,526552,526576,350980
2024-06-14 14:01:45,6321340,526552,526576,350980
2024-06-14 14:02:00,6321340,526552,526576,350980
2024-06-14 14:02:15,6321549,526576,526594,350992
2024-06-14 14:02:30,6321840,526585,526603,350998
2024-06-14 14:02:45,6322022,526585,526609,351062
2024-06-14 14:03:00,6322022,526585,526609,351062
2024-06-14 14:03:15,6323016,526641,526661,351096
2024-06-14 14:03:30,6323166,526647,526665,351098
2024-06-14 14:03:45,6323187,526647,526665,351098
2024-06-14 14:04:00,6323187,526647,526665,351098
2024-06-14 14:04:15,6322924,526655,526671,351102
2024-06-14 14:04:30,6323118,526673,526683,351116
2024-06-14 14:04:45,6323390,526687,526693,351118
2024-06-14 14:05:00,6323390,526687,526693,351118
2024-06-14 14:05:15,6326141,526937,526863,351230
2024-06-14 14:05:30,6327394,527046,526973,351299
2024-06-14 14:05:45,6327653,527060,526984,351304
2024-06-14 14:06:00,6330049,527213,527156,351401
2024-06-14 14:06:15,6330106,527232,527156,351420
2024-06-14 14:06:30,6330106,527232,527156,351420
2024-06-14 14:06:45,6330137,527235,527159,351422
