"Time","orderers","peers","Total"
2024-06-14 14:00:15,0.387,347,347
2024-06-14 14:00:30,0.399,348,348
2024-06-14 14:00:45,0.400,348,348
2024-06-14 14:01:00,0.400,347,347
2024-06-14 14:01:15,0.400,350,350
2024-06-14 14:01:30,0.408,350,350
2024-06-14 14:01:45,0.527,354,354
2024-06-14 14:02:00,0.691,354,354
2024-06-14 14:02:15,0.910,356,356
2024-06-14 14:02:30,0.945,357,357
2024-06-14 14:02:45,1.03,358,358
2024-06-14 14:03:00,1.03,358,358
2024-06-14 14:03:15,1.13,365,365
2024-06-14 14:03:30,1.32,364,364
2024-06-14 14:03:45,1.54,363,363
2024-06-14 14:04:00,1.66,364,364
2024-06-14 14:04:15,1.63,364,364
2024-06-14 14:04:30,1.85,365,365
2024-06-14 14:04:45,1.89,365,365
2024-06-14 14:05:00,1.88,366,366
2024-06-14 14:05:15,2.13,371,371
2024-06-14 14:05:30,2.20,370,370
2024-06-14 14:05:45,2.13,368,368
2024-06-14 14:06:00,2.14,369,369
2024-06-14 14:06:15,2.14,368,368
2024-06-14 14:06:30,2.14,367,367
2024-06-14 14:06:45,2.14,367,367
