"Time","machine69","machine70","All Machines","machine77"
2024-06-14 14:00:15,464,433,665,217
2024-06-14 14:00:30,464,433,665,217
2024-06-14 14:00:45,464,433,665,217
2024-06-14 14:01:00,464,433,665,217
2024-06-14 14:01:15,464,433,665,217
2024-06-14 14:01:30,464,433,665,217
2024-06-14 14:01:45,464,433,665,217
2024-06-14 14:02:00,464,433,665,217
2024-06-14 14:02:15,465,433,666,217
2024-06-14 14:02:30,465,433,666,217
2024-06-14 14:02:45,465,433,666,217
2024-06-14 14:03:00,465,433,666,217
2024-06-14 14:03:15,465,434,666,217
2024-06-14 14:03:30,465,434,666,217
2024-06-14 14:03:45,465,434,666,217
2024-06-14 14:04:00,465,434,666,217
2024-06-14 14:04:15,465,434,666,217
2024-06-14 14:04:30,465,434,666,217
2024-06-14 14:04:45,465,434,667,217
2024-06-14 14:05:00,465,434,667,217
2024-06-14 14:05:15,466,434,667,217
2024-06-14 14:05:30,466,434,667,217
2024-06-14 14:05:45,466,434,667,217
2024-06-14 14:06:00,466,434,667,217
2024-06-14 14:06:15,466,434,667,217
2024-06-14 14:06:30,466,434,667,217
2024-06-14 14:06:45,466,434,667,217
