"Time","Total","Peers","Orderers"
2024-06-14 14:00:15,3.76,2.98,0.780
2024-06-14 14:00:30,4.02,3.20,0.820
2024-06-14 14:00:45,4.18,3.34,0.840
2024-06-14 14:01:00,4.74,3.90,0.840
2024-06-14 14:01:15,5.08,4.28,0.800
2024-06-14 14:01:30,5.90,4.84,1.06
2024-06-14 14:01:45,15.6,11.3,4.30
2024-06-14 14:02:00,45.0,36.7,8.30
2024-06-14 14:02:15,64.2,50.4,13.9
2024-06-14 14:02:30,87.9,71.0,17.0
2024-06-14 14:02:45,88.8,71.7,17.1
2024-06-14 14:03:00,89.7,73.1,16.6
2024-06-14 14:03:15,85.8,69.4,16.4
2024-06-14 14:03:30,86.1,69.2,16.9
2024-06-14 14:03:45,79.2,63.4,15.8
2024-06-14 14:04:00,91.6,73.5,18.0
2024-06-14 14:04:15,91.6,74.0,17.5
2024-06-14 14:04:30,91.9,74.4,17.5
2024-06-14 14:04:45,92.0,74.2,17.8
2024-06-14 14:05:00,90.0,72.8,17.2
2024-06-14 14:05:15,91.7,73.8,17.9
2024-06-14 14:05:30,91.6,74.0,17.6
2024-06-14 14:05:45,78.5,63.9,14.7
2024-06-14 14:06:00,51.2,40.8,10.4
2024-06-14 14:06:15,32.3,27.6,4.74
2024-06-14 14:06:30,5.32,4.42,0.900
2024-06-14 14:06:45,5.14,4.28,0.860
