"Time","machine69","machine70","Total","machine77"
2024-06-14 14:00:15,362,369,1092,368
2024-06-14 14:00:30,375,377,1107,365
2024-06-14 14:00:45,369,395,1146,380
2024-06-14 14:01:00,352,371,1103,370
2024-06-14 14:01:15,323,379,1079,376
2024-06-14 14:01:30,328,364,1058,368
2024-06-14 14:01:45,385,387,1179,379
2024-06-14 14:02:00,447,493,1391,483
2024-06-14 14:02:15,595,578,1794,567
2024-06-14 14:02:30,660,686,2015,681
2024-06-14 14:02:45,582,691,1985,690
2024-06-14 14:03:00,654,474,1446,469
2024-06-14 14:03:15,658,623,1623,631
2024-06-14 14:03:30,660,625,1919,623
2024-06-14 14:03:45,694,437,1241,471
2024-06-14 14:04:00,637,619,1763,652
2024-06-14 14:04:15,682,651,1988,658
2024-06-14 14:04:30,667,652,1970,657
2024-06-14 14:04:45,573,519,1674,504
2024-06-14 14:05:00,399,660,1448,344
2024-06-14 14:05:15,656,688,2024,689
2024-06-14 14:05:30,655,426,1822,377
2024-06-14 14:05:45,421,590,1652,542
2024-06-14 14:06:00,524,584,1748,603
2024-06-14 14:06:15,415,544,1455,548
2024-06-14 14:06:30,347,425,1204,428
2024-06-14 14:06:45,337,404,1133,406
