"Time","Total","sum(container_network_transmit_packets_total{job=""machinesComb"",name!=""cadvisor"",name!=""explorer"",name!=""explorerdb"",name=~"".*-peer.*"",name!~"".*-couch.*""})","Orderers","Couchdb"
2024-06-14 14:00:15,1388906017,26511,6611,573
2024-06-14 14:00:30,1388956863,27338,7419,747
2024-06-14 14:00:45,1389037778,28035,8221,752
2024-06-14 14:01:00,1389087069,28674,9020,774
2024-06-14 14:01:15,1389177411,29688,9984,1042
2024-06-14 14:01:30,1389250073,30939,11354,1204
2024-06-14 14:01:45,1389994456,51949,24264,3543
2024-06-14 14:02:00,1390875461,80417,35652,7178
2024-06-14 14:02:15,1392072426,116502,57241,11555
2024-06-14 14:02:30,1392881960,136352,70118,15076
2024-06-14 14:02:45,1393797940,171597,85316,18490
2024-06-14 14:03:00,1393797940,171597,85316,18490
2024-06-14 14:03:15,1395698479,222255,122964,25101
2024-06-14 14:03:30,1396793319,264820,135356,30366
2024-06-14 14:03:45,1398113886,306169,153018,35908
2024-06-14 14:04:00,1398870971,335225,164457,38515
2024-06-14 14:04:15,1400167622,370104,187029,43695
2024-06-14 14:04:30,1400947977,391363,197457,46972
2024-06-14 14:04:45,1401532668,412837,207668,48876
2024-06-14 14:05:00,1401940032,426887,216761,51267
2024-06-14 14:05:15,1404283685,497675,251233,59307
2024-06-14 14:05:30,1405097708,519011,266164,61862
2024-06-14 14:05:45,1405861876,545557,276569,64971
2024-06-14 14:06:00,1405911292,546073,277287,64975
2024-06-14 14:06:15,1405995884,546867,278174,65020
2024-06-14 14:06:30,1406042285,547431,278855,65021
2024-06-14 14:06:45,1406121233,548177,279724,65071
