"Time","machine69","machine70","Total","machine77"
2024-07-31 18:26:00,0,257,713,264
2024-07-31 18:26:15,0.223,299,736,257
2024-07-31 18:26:30,,299,939,257
2024-07-31 18:26:45,0,464,1121,418
2024-07-31 18:27:00,0,471,1377,417
2024-07-31 18:27:15,0.00126,548,1468,549
2024-07-31 18:27:30,,549,1507,550
2024-07-31 18:27:45,0,496,1521,503
2024-07-31 18:28:00,0,501,1449,503
2024-07-31 18:28:15,0,502,1426,517
2024-07-31 18:28:30,0,502,1460,517
2024-07-31 18:28:45,0,537,1467,522
2024-07-31 18:29:00,0,537,1496,522
2024-07-31 18:29:15,0.00182,515,1497,513
2024-07-31 18:29:30,0,517,1458,515
2024-07-31 18:29:45,0,494,1455,505
2024-07-31 18:30:00,0,494,1511,504
2024-07-31 18:30:15,0,525,1559,565
2024-07-31 18:30:30,0,525,1332,573
2024-07-31 18:30:45,0,0,1115,360
2024-07-31 18:31:00,0,0,605,350
2024-07-31 18:31:15,0.119,,702,222
