"Time","orderers","peers","Total"
2024-07-31 18:26:00,0.126,4.14,4.14
2024-07-31 18:26:15,0.145,4.31,4.31
2024-07-31 18:26:30,0.206,4.38,4.38
2024-07-31 18:26:45,0.265,4.63,4.63
2024-07-31 18:27:00,0.275,4.50,4.50
2024-07-31 18:27:15,0.326,4.58,4.58
2024-07-31 18:27:30,0.385,4.60,4.60
2024-07-31 18:27:45,0.409,4.70,4.70
2024-07-31 18:28:00,0.417,4.61,4.61
2024-07-31 18:28:15,0.475,4.66,4.66
2024-07-31 18:28:30,0.544,4.88,4.88
2024-07-31 18:28:45,0.512,4.91,4.91
2024-07-31 18:29:00,0.577,4.79,4.79
2024-07-31 18:29:15,0.634,5.00,5.00
2024-07-31 18:29:30,0.611,4.93,4.93
2024-07-31 18:29:45,0.664,5.16,5.16
2024-07-31 18:30:00,0.733,5.02,5.02
2024-07-31 18:30:15,0.698,5.11,5.11
2024-07-31 18:30:30,0.699,5.19,5.19
2024-07-31 18:30:45,0.699,5.10,5.10
2024-07-31 18:31:00,0.699,5.10,5.10
2024-07-31 18:31:15,0.699,5.52,5.52
