"Time","orderers","peers","Total"
2024-07-31 18:26:00,0.395,12.9,12.9
2024-07-31 18:26:15,0.452,13.5,13.5
2024-07-31 18:26:30,0.643,13.7,13.7
2024-07-31 18:26:45,0.828,14.5,14.5
2024-07-31 18:27:00,0.860,14.1,14.1
2024-07-31 18:27:15,1.02,14.3,14.3
2024-07-31 18:27:30,1.20,14.4,14.4
2024-07-31 18:27:45,1.28,14.7,14.7
2024-07-31 18:28:00,1.30,14.4,14.4
2024-07-31 18:28:15,1.49,14.6,14.6
2024-07-31 18:28:30,1.70,15.3,15.3
2024-07-31 18:28:45,1.60,15.3,15.3
2024-07-31 18:29:00,1.80,15.0,15.0
2024-07-31 18:29:15,1.98,15.6,15.6
2024-07-31 18:29:30,1.91,15.4,15.4
2024-07-31 18:29:45,2.08,16.1,16.1
2024-07-31 18:30:00,2.29,15.7,15.7
2024-07-31 18:30:15,2.18,16.0,16.0
2024-07-31 18:30:30,2.19,16.2,16.2
2024-07-31 18:30:45,2.19,15.9,15.9
2024-07-31 18:31:00,2.19,15.9,15.9
2024-07-31 18:31:15,2.19,17.2,17.2
