"Time","orderers","peers","Total"
2024-06-24 22:27:30,0.119,109,109
2024-06-24 22:27:45,0.126,109,109
2024-06-24 22:28:00,0.182,110,110
2024-06-24 22:28:15,0.252,110,110
2024-06-24 22:28:30,0.309,111,111
2024-06-24 22:28:45,0.337,111,111
2024-06-24 22:29:00,0.391,111,111
2024-06-24 22:29:15,0.461,112,112
2024-06-24 22:29:30,0.380,112,112
2024-06-24 22:29:45,0.463,113,113
2024-06-24 22:30:00,0.517,113,113
2024-06-24 22:30:15,0.496,112,112
2024-06-24 22:30:30,0.535,113,113
2024-06-24 22:30:45,0.623,114,114
2024-06-24 22:31:00,0.583,114,114
2024-06-24 22:31:15,0.653,114,114
2024-06-24 22:31:30,0.711,115,115
2024-06-24 22:31:45,0.684,115,115
2024-06-24 22:32:00,0.696,115,115
2024-06-24 22:32:15,0.696,115,115
2024-06-24 22:32:30,0.698,115,115
2024-06-24 22:32:45,0.697,115,115
2024-06-24 22:33:00,0.697,115,115
2024-06-24 22:33:15,0.697,115,115
2024-06-24 22:33:30,0.697,115,115
