"Time","orderers","peers","Total"
2024-06-24 22:27:30,0.371,339,339
2024-06-24 22:27:45,0.393,341,341
2024-06-24 22:28:00,0.569,343,343
2024-06-24 22:28:15,0.789,345,345
2024-06-24 22:28:30,0.966,346,346
2024-06-24 22:28:45,1.05,348,348
2024-06-24 22:29:00,1.22,348,348
2024-06-24 22:29:15,1.44,350,350
2024-06-24 22:29:30,1.19,350,350
2024-06-24 22:29:45,1.45,352,352
2024-06-24 22:30:00,1.62,353,353
2024-06-24 22:30:15,1.55,351,351
2024-06-24 22:30:30,1.67,354,354
2024-06-24 22:30:45,1.95,356,356
2024-06-24 22:31:00,1.82,355,355
2024-06-24 22:31:15,2.04,358,358
2024-06-24 22:31:30,2.22,359,359
2024-06-24 22:31:45,2.14,359,359
2024-06-24 22:32:00,2.17,359,359
2024-06-24 22:32:15,2.18,359,359
2024-06-24 22:32:30,2.18,359,359
2024-06-24 22:32:45,2.18,359,359
2024-06-24 22:33:00,2.18,359,359
2024-06-24 22:33:15,2.18,360,360
2024-06-24 22:33:30,2.18,359,359
