"Time","All machines","machine69","machine70","machine77"
2024-06-24 22:27:30,0,0,0,0
2024-06-24 22:27:45,0,0,0,0
2024-06-24 22:28:00,86.3,0,111,97.0
2024-06-24 22:28:15,231,0,115,118
2024-06-24 22:28:30,233,0,115,115
2024-06-24 22:28:45,209,0,104,105
2024-06-24 22:29:00,10.9,10.8,0,0
2024-06-24 22:29:15,10.9,10.7,0,0
2024-06-24 22:29:30,10.8,10.7,0,0
2024-06-24 22:29:45,0,0,0,0
2024-06-24 22:30:00,249,0,128,127
2024-06-24 22:30:15,340,81.4,131,130
2024-06-24 22:30:30,349,81.9,128,129
2024-06-24 22:30:45,292,252,23.8,52.3
2024-06-24 22:31:00,360,342,10.8,10.8
2024-06-24 22:31:15,273,251,10.8,10.9
2024-06-24 22:31:30,425,410,0,0
2024-06-24 22:31:45,344,344,0,0
2024-06-24 22:32:00,345,342,0,0
2024-06-24 22:32:15,55.2,55.4,0,0
2024-06-24 22:32:30,0,0,69.9,66.8
2024-06-24 22:32:45,216,0,108,103
2024-06-24 22:33:00,539,236,149,150
2024-06-24 22:33:15,681,373,152,154
2024-06-24 22:33:30,640,519,44.5,50.2
