"Time","machine69","machine70","Total","machine77"
2024-06-24 22:27:30,250,321,886,320
2024-06-24 22:27:45,254,318,900,314
2024-06-24 22:28:00,303,386,1067,380
2024-06-24 22:28:15,415,441,1322,436
2024-06-24 22:28:30,458,530,1493,525
2024-06-24 22:28:45,529,558,1656,557
2024-06-24 22:29:00,529,563,1668,564
2024-06-24 22:29:15,538,580,1700,581
2024-06-24 22:29:30,533,573,1676,573
2024-06-24 22:29:45,528,565,1650,562
2024-06-24 22:30:00,530,561,1656,563
2024-06-24 22:30:15,564,586,1743,585
2024-06-24 22:30:30,561,586,1734,587
2024-06-24 22:30:45,552,576,1694,574
2024-06-24 22:31:00,546,550,1654,547
2024-06-24 22:31:15,531,570,1672,568
2024-06-24 22:31:30,537,589,1700,589
2024-06-24 22:31:45,542,586,1712,587
2024-06-24 22:32:00,480,500,1505,507
2024-06-24 22:32:15,367,444,1222,457
2024-06-24 22:32:30,309,341,1027,355
2024-06-24 22:32:45,249,322,895,324
2024-06-24 22:33:00,247,316,877,316
2024-06-24 22:33:15,245,323,893,320
2024-06-24 22:33:30,195,231,691,222
