"Time","All machines","machine69","machine70","machine77"
2024-06-24 22:27:30,258284,101232,80603,78745
2024-06-24 22:27:45,351490,146685,79441,79702
2024-06-24 22:28:00,1093248,505407,331742,309988
2024-06-24 22:28:15,2313139,1240186,475002,454277
2024-06-24 22:28:30,3080154,1594728,763837,746249
2024-06-24 22:28:45,3551304,1924146,812509,814445
2024-06-24 22:29:00,3533297,1923875,806634,807523
2024-06-24 22:29:15,3512239,1905612,805251,805895
2024-06-24 22:29:30,3521395,1909180,806875,806355
2024-06-24 22:29:45,3528948,1914026,806661,804999
2024-06-24 22:30:00,3532712,1922951,811885,813684
2024-06-24 22:30:15,3532463,1917162,809611,809835
2024-06-24 22:30:30,3478654,1913928,803987,802438
2024-06-24 22:30:45,3529331,1922138,800850,798374
2024-06-24 22:31:00,3549434,1929562,809430,809897
2024-06-24 22:31:15,3577727,1941180,814476,815444
2024-06-24 22:31:30,3556532,1941209,816376,817584
2024-06-24 22:31:45,3537931,1927212,816804,817417
2024-06-24 22:32:00,2823415,1577641,591613,610796
2024-06-24 22:32:15,1604333,857848,447368,465207
2024-06-24 22:32:30,854976,482898,143713,162592
2024-06-24 22:32:45,237945,95704,71994,72498
2024-06-24 22:33:00,237276,95751,72000,71601
2024-06-24 22:33:15,246533,101092,72454,71430
2024-06-24 22:33:30,242704,95042,74392,74091
