"Time","Total","Peers","Orderers"
2024-08-01 17:05:00,3.82,3.14,0.680
2024-08-01 17:05:15,12.4,9.20,3.24
2024-08-01 17:05:30,37.5,31.0,6.52
2024-08-01 17:05:45,54,42.9,11.1
2024-08-01 17:06:00,77.7,63.7,14.0
2024-08-01 17:06:15,80.8,65.5,15.3
2024-08-01 17:06:30,82.4,67.4,15
2024-08-01 17:06:45,82.4,67.3,15.1
2024-08-01 17:07:00,80.9,66.1,14.8
2024-08-01 17:07:15,80.3,65.8,14.5
2024-08-01 17:07:30,77.9,63.4,14.5
2024-08-01 17:07:45,75.8,62,13.8
2024-08-01 17:08:00,74.1,60.5,13.6
2024-08-01 17:08:15,75.0,61.2,13.8
2024-08-01 17:08:30,75.3,61.6,13.7
2024-08-01 17:08:45,76.1,62.4,13.7
2024-08-01 17:09:00,75.2,61.7,13.6
2024-08-01 17:09:15,69.1,57.2,11.8
2024-08-01 17:09:30,42.3,34.2,8.10
2024-08-01 17:09:45,25.5,21.9,3.64
2024-08-01 17:10:00,4.88,4.12,0.760
