"Time","machine69","machine70","All Machines","machine77"
2024-08-01 17:05:00,0.593,0.305,0.602,0.153
2024-08-01 17:05:15,0.593,0.305,0.602,0.153
2024-08-01 17:05:30,0.593,0.305,0.602,0.153
2024-08-01 17:05:45,0.593,0.305,0.602,0.153
2024-08-01 17:06:00,0.593,0.305,0.607,0.153
2024-08-01 17:06:15,0.593,0.308,0.607,0.154
2024-08-01 17:06:30,0.598,0.308,0.607,0.154
2024-08-01 17:06:45,0.598,0.308,0.607,0.154
2024-08-01 17:07:00,0.598,0.308,0.613,0.154
2024-08-01 17:07:15,0.598,0.311,0.613,0.156
2024-08-01 17:07:30,0.604,0.311,0.613,0.156
2024-08-01 17:07:45,0.604,0.311,0.613,0.156
2024-08-01 17:08:00,0.604,0.311,0.619,0.156
2024-08-01 17:08:15,0.604,0.311,0.619,0.157
2024-08-01 17:08:30,0.610,0.314,0.619,0.157
2024-08-01 17:08:45,0.610,0.314,0.619,0.157
2024-08-01 17:09:00,0.610,0.314,0.626,0.157
2024-08-01 17:09:15,0.610,0.314,0.626,0.159
2024-08-01 17:09:30,0.610,0.314,0.626,0.159
2024-08-01 17:09:45,0.610,0.318,0.626,0.159
2024-08-01 17:10:00,0.610,0.318,0.627,0.159
