"Time","orderers","peers","Total"
2024-08-01 17:05:00,0.364,12.8,12.8
2024-08-01 17:05:15,0.529,13.3,13.3
2024-08-01 17:05:30,0.695,14.1,14.1
2024-08-01 17:05:45,0.940,14.0,14.0
2024-08-01 17:06:00,1.05,14.6,14.6
2024-08-01 17:06:15,1.23,14.7,14.7
2024-08-01 17:06:30,1.40,15.1,15.1
2024-08-01 17:06:45,1.22,15.3,15.3
2024-08-01 17:07:00,1.36,14.8,14.8
2024-08-01 17:07:15,1.63,14.9,14.9
2024-08-01 17:07:30,1.66,15.8,15.8
2024-08-01 17:07:45,1.70,15.4,15.4
2024-08-01 17:08:00,1.84,15.1,15.1
2024-08-01 17:08:15,1.84,15.5,15.5
2024-08-01 17:08:30,2.04,15.7,15.7
2024-08-01 17:08:45,2.22,16.5,16.5
2024-08-01 17:09:00,2.28,16.5,16.5
2024-08-01 17:09:15,2.17,16.6,16.6
2024-08-01 17:09:30,2.19,16.8,16.8
2024-08-01 17:09:45,2.21,17.3,17.3
2024-08-01 17:10:00,2.21,17.1,17.1
